b5 7a,181 122,265 172,10110101 01111010,7a08,CJK UNIFIED IDEOGRAPH,,稈
b5 7b,181 123,265 173,10110101 01111011,7a0b,CJK UNIFIED IDEOGRAPH,,程
b5 7c,181 124,265 174,10110101 01111100,7a05,CJK UNIFIED IDEOGRAPH,,稅
b5 7d,181 125,265 175,10110101 01111101,7a00,CJK UNIFIED IDEOGRAPH,,稀
b5 7e,181 126,265 176,10110101 01111110,7a98,CJK UNIFIED IDEOGRAPH,,窘
b5 a1,181 161,265 241,10110101 10100001,7a97,CJK UNIFIED IDEOGRAPH,,窗
b5 a2,181 162,265 242,10110101 10100010,7a96,CJK UNIFIED IDEOGRAPH,,窖
b5 a3,181 163,265 243,10110101 10100011,7ae5,CJK UNIFIED IDEOGRAPH,,童
b5 a4,181 164,265 244,10110101 10100100,7ae3,CJK UNIFIED IDEOGRAPH,,竣
b5 a5,181 165,265 245,10110101 10100101,7b49,CJK UNIFIED IDEOGRAPH,,等
b5 a6,181 166,265 246,10110101 10100110,7b56,CJK UNIFIED IDEOGRAPH,,策
b5 a7,181 167,265 247,10110101 10100111,7b46,CJK UNIFIED IDEOGRAPH,,筆
b5 a8,181 168,265 250,10110101 10101000,7b50,CJK UNIFIED IDEOGRAPH,,筐
b5 a9,181 169,265 251,10110101 10101001,7b52,CJK UNIFIED IDEOGRAPH,,筒
b5 aa,181 170,265 252,10110101 10101010,7b54,CJK UNIFIED IDEOGRAPH,,答
b5 ab,181 171,265 253,10110101 10101011,7b4d,CJK UNIFIED IDEOGRAPH,,筍
b5 ac,181 172,265 254,10110101 10101100,7b4b,CJK UNIFIED IDEOGRAPH,,筋
b5 ad,181 173,265 255,10110101 10101101,7b4f,CJK UNIFIED IDEOGRAPH,,筏
b5 ae,181 174,265 256,10110101 10101110,7b51,CJK UNIFIED IDEOGRAPH,,筑
b5 af,181 175,265 257,10110101 10101111,7c9f,CJK UNIFIED IDEOGRAPH,,粟
b5 b0,181 176,265 260,10110101 10110000,7ca5,CJK UNIFIED IDEOGRAPH,,粥
b5 b1,181 177,265 261,10110101 10110001,7d5e,CJK UNIFIED IDEOGRAPH,,絞
b5 b2,181 178,265 262,10110101 10110010,7d50,CJK UNIFIED IDEOGRAPH,,結
b5 b3,181 179,265 263,10110101 10110011,7d68,CJK UNIFIED IDEOGRAPH,,絨
b5 b4,181 180,265 264,10110101 10110100,7d55,CJK UNIFIED IDEOGRAPH,,絕
b5 b5,181 181,265 265,10110101 10110101,7d2b,CJK UNIFIED IDEOGRAPH,,紫
b5 b6,181 182,265 266,10110101 10110110,7d6e,CJK UNIFIED IDEOGRAPH,,絮
b5 b7,181 183,265 267,10110101 10110111,7d72,CJK UNIFIED IDEOGRAPH,,絲
b5 b8,181 184,265 270,10110101 10111000,7d61,CJK UNIFIED IDEOGRAPH,,絡
b5 b9,181 185,265 271,10110101 10111001,7d66,CJK UNIFIED IDEOGRAPH,,給
b5 ba,181 186,265 272,10110101 10111010,7d62,CJK UNIFIED IDEOGRAPH,,絢
b5 bb,181 187,265 273,10110101 10111011,7d70,CJK UNIFIED IDEOGRAPH,,絰
b5 bc,181 188,265 274,10110101 10111100,7d73,CJK UNIFIED IDEOGRAPH,,絳
b5 bd,181 189,265 275,10110101 10111101,5584,CJK UNIFIED IDEOGRAPH,,善
b5 be,181 190,265 276,10110101 10111110,7fd4,CJK UNIFIED IDEOGRAPH,,翔
b5 bf,181 191,265 277,10110101 10111111,7fd5,CJK UNIFIED IDEOGRAPH,,翕
b5 c0,181 192,265 300,10110101 11000000,800b,CJK UNIFIED IDEOGRAPH,,耋
b5 c1,181 193,265 301,10110101 11000001,8052,CJK UNIFIED IDEOGRAPH,,聒
b5 c2,181 194,265 302,10110101 11000010,8085,CJK UNIFIED IDEOGRAPH,,肅
b5 c3,181 195,265 303,10110101 11000011,8155,CJK UNIFIED IDEOGRAPH,,腕
b5 c4,181 196,265 304,10110101 11000100,8154,CJK UNIFIED IDEOGRAPH,,腔
b5 c5,181 197,265 305,10110101 11000101,814b,CJK UNIFIED IDEOGRAPH,,腋
b5 c6,181 198,265 306,10110101 11000110,8151,CJK UNIFIED IDEOGRAPH,,腑
b5 c7,181 199,265 307,10110101 11000111,814e,CJK UNIFIED IDEOGRAPH,,腎
b5 c8,181 200,265 310,10110101 11001000,8139,CJK UNIFIED IDEOGRAPH,,脹
b5 c9,181 201,265 311,10110101 11001001,8146,CJK UNIFIED IDEOGRAPH,,腆
b5 ca,181 202,265 312,10110101 11001010,813e,CJK UNIFIED IDEOGRAPH,,脾
b5 cb,181 203,265 313,10110101 11001011,814c,CJK UNIFIED IDEOGRAPH,,腌
b5 cc,181 204,265 314,10110101 11001100,8153,CJK UNIFIED IDEOGRAPH,,腓
b5 cd,181 205,265 315,10110101 11001101,8174,CJK UNIFIED IDEOGRAPH,,腴
b5 ce,181 206,265 316,10110101 11001110,8212,CJK UNIFIED IDEOGRAPH,,舒
b5 cf,181 207,265 317,10110101 11001111,821c,CJK UNIFIED IDEOGRAPH,,舜
b5 d0,181 208,265 320,10110101 11010000,83e9,CJK UNIFIED IDEOGRAPH,,菩
b5 d1,181 209,265 321,10110101 11010001,8403,CJK UNIFIED IDEOGRAPH,,萃
b5 d2,181 210,265 322,10110101 11010010,83f8,CJK UNIFIED IDEOGRAPH,,菸
b5 d3,181 211,265 323,10110101 11010011,840d,CJK UNIFIED IDEOGRAPH,,萍
b5 d4,181 212,265 324,10110101 11010100,83e0,CJK UNIFIED IDEOGRAPH,,菠
b5 d5,181 213,265 325,10110101 11010101,83c5,CJK UNIFIED IDEOGRAPH,,菅
b5 d6,181 214,265 326,10110101 11010110,840b,CJK UNIFIED IDEOGRAPH,,萋
b5 d7,181 215,265 327,10110101 11010111,83c1,CJK UNIFIED IDEOGRAPH,,菁
b5 d8,181 216,265 330,10110101 11011000,83ef,CJK UNIFIED IDEOGRAPH,,華
b5 d9,181 217,265 331,10110101 11011001,83f1,CJK UNIFIED IDEOGRAPH,,菱
b5 da,181 218,265 332,10110101 11011010,83f4,CJK UNIFIED IDEOGRAPH,,菴
b5 db,181 219,265 333,10110101 11011011,8457,CJK UNIFIED IDEOGRAPH,,著
b5 dc,181 220,265 334,10110101 11011100,840a,CJK UNIFIED IDEOGRAPH,,萊
b5 dd,181 221,265 335,10110101 11011101,83f0,CJK UNIFIED IDEOGRAPH,,菰
b5 de,181 222,265 336,10110101 11011110,840c,CJK UNIFIED IDEOGRAPH,,萌
b5 df,181 223,265 337,10110101 11011111,83cc,CJK UNIFIED IDEOGRAPH,,菌
b5 e0,181 224,265 340,10110101 11100000,83fd,CJK UNIFIED IDEOGRAPH,,菽
b5 e1,181 225,265 341,10110101 11100001,83f2,CJK UNIFIED IDEOGRAPH,,菲
b5 e2,181 226,265 342,10110101 11100010,83ca,CJK UNIFIED IDEOGRAPH,,菊
b5 e3,181 227,265 343,10110101 11100011,8438,CJK UNIFIED IDEOGRAPH,,萸
b5 e4,181 228,265 344,10110101 11100100,840e,CJK UNIFIED IDEOGRAPH,,萎
b5 e5,181 229,265 345,10110101 11100101,8404,CJK UNIFIED IDEOGRAPH,,萄
b5 e6,181 230,265 346,10110101 11100110,83dc,CJK UNIFIED IDEOGRAPH,,菜
b5 e7,181 231,265 347,10110101 11100111,8407,CJK UNIFIED IDEOGRAPH,,萇
b5 e8,181 232,265 350,10110101 11101000,83d4,CJK UNIFIED IDEOGRAPH,,菔
b5 e9,181 233,265 351,10110101 11101001,83df,CJK UNIFIED IDEOGRAPH,,菟
b5 ea,181 234,265 352,10110101 11101010,865b,CJK UNIFIED IDEOGRAPH,,虛
b5 eb,181 235,265 353,10110101 11101011,86df,CJK UNIFIED IDEOGRAPH,,蛟
b5 ec,181 236,265 354,10110101 11101100,86d9,CJK UNIFIED IDEOGRAPH,,蛙
b5 ed,181 237,265 355,10110101 11101101,86ed,CJK UNIFIED IDEOGRAPH,,蛭
b5 ee,181 238,265 356,10110101 11101110,86d4,CJK UNIFIED IDEOGRAPH,,蛔
b5 ef,181 239,265 357,10110101 11101111,86db,CJK UNIFIED IDEOGRAPH,,蛛
b5 f0,181 240,265 360,10110101 11110000,86e4,CJK UNIFIED IDEOGRAPH,,蛤
b5 f1,181 241,265 361,10110101 11110001,86d0,CJK UNIFIED IDEOGRAPH,,蛐
b5 f2,181 242,265 362,10110101 11110010,86de,CJK UNIFIED IDEOGRAPH,,蛞
b5 f3,181 243,265 363,10110101 11110011,8857,CJK UNIFIED IDEOGRAPH,,街
b5 f4,181 244,265 364,10110101 11110100,88c1,CJK UNIFIED IDEOGRAPH,,裁
b5 f5,181 245,265 365,10110101 11110101,88c2,CJK UNIFIED IDEOGRAPH,,裂
b5 f6,181 246,265 366,10110101 11110110,88b1,CJK UNIFIED IDEOGRAPH,,袱
b5 f7,181 247,265 367,10110101 11110111,8983,CJK UNIFIED IDEOGRAPH,,覃
b5 f8,181 248,265 370,10110101 11111000,8996,CJK UNIFIED IDEOGRAPH,,視
b5 f9,181 249,265 371,10110101 11111001,8a3b,CJK UNIFIED IDEOGRAPH,,註
b5 fa,181 250,265 372,10110101 11111010,8a60,CJK UNIFIED IDEOGRAPH,,詠
b5 fb,181 251,265 373,10110101 11111011,8a55,CJK UNIFIED IDEOGRAPH,,評
b5 fc,181 252,265 374,10110101 11111100,8a5e,CJK UNIFIED IDEOGRAPH,,詞
b5 fd,181 253,265 375,10110101 11111101,8a3c,CJK UNIFIED IDEOGRAPH,,証
b5 fe,181 254,265 376,10110101 11111110,8a41,CJK UNIFIED IDEOGRAPH,,詁
b6 40,182  64,266 100,10110110 01000000,8a54,CJK UNIFIED IDEOGRAPH,,詔
b6 41,182  65,266 101,10110110 01000001,8a5b,CJK UNIFIED IDEOGRAPH,,詛
b6 42,182  66,266 102,10110110 01000010,8a50,CJK UNIFIED IDEOGRAPH,,詐
b6 43,182  67,266 103,10110110 01000011,8a46,CJK UNIFIED IDEOGRAPH,,詆
b6 44,182  68,266 104,10110110 01000100,8a34,CJK UNIFIED IDEOGRAPH,,訴
b6 45,182  69,266 105,10110110 01000101,8a3a,CJK UNIFIED IDEOGRAPH,,診
b6 46,182  70,266 106,10110110 01000110,8a36,CJK UNIFIED IDEOGRAPH,,訶
b6 47,182  71,266 107,10110110 01000111,8a56,CJK UNIFIED IDEOGRAPH,,詖
b6 48,182  72,266 110,10110110 01001000,8c61,CJK UNIFIED IDEOGRAPH,,象
b6 49,182  73,266 111,10110110 01001001,8c82,CJK UNIFIED IDEOGRAPH,,貂
b6 4a,182  74,266 112,10110110 01001010,8caf,CJK UNIFIED IDEOGRAPH,,貯
b6 4b,182  75,266 113,10110110 01001011,8cbc,CJK UNIFIED IDEOGRAPH,,貼
b6 4c,182  76,266 114,10110110 01001100,8cb3,CJK UNIFIED IDEOGRAPH,,貳
b6 4d,182  77,266 115,10110110 01001101,8cbd,CJK UNIFIED IDEOGRAPH,,貽
b6 4e,182  78,266 116,10110110 01001110,8cc1,CJK UNIFIED IDEOGRAPH,,賁
b6 4f,182  79,266 117,10110110 01001111,8cbb,CJK UNIFIED IDEOGRAPH,,費
b6 50,182  80,266 120,10110110 01010000,8cc0,CJK UNIFIED IDEOGRAPH,,賀
b6 51,182  81,266 121,10110110 01010001,8cb4,CJK UNIFIED IDEOGRAPH,,貴
b6 52,182  82,266 122,10110110 01010010,8cb7,CJK UNIFIED IDEOGRAPH,,買
b6 53,182  83,266 123,10110110 01010011,8cb6,CJK UNIFIED IDEOGRAPH,,貶
b6 54,182  84,266 124,10110110 01010100,8cbf,CJK UNIFIED IDEOGRAPH,,貿
b6 55,182  85,266 125,10110110 01010101,8cb8,CJK UNIFIED IDEOGRAPH,,貸
b6 56,182  86,266 126,10110110 01010110,8d8a,CJK UNIFIED IDEOGRAPH,,越
b6 57,182  87,266 127,10110110 01010111,8d85,CJK UNIFIED IDEOGRAPH,,超
b6 58,182  88,266 130,10110110 01011000,8d81,CJK UNIFIED IDEOGRAPH,,趁
b6 59,182  89,266 131,10110110 01011001,8dce,CJK UNIFIED IDEOGRAPH,,跎
b6 5a,182  90,266 132,10110110 01011010,8ddd,CJK UNIFIED IDEOGRAPH,,距
b6 5b,182  91,266 133,10110110 01011011,8dcb,CJK UNIFIED IDEOGRAPH,,跋
b6 5c,182  92,266 134,10110110 01011100,8dda,CJK UNIFIED IDEOGRAPH,,跚
b6 5d,182  93,266 135,10110110 01011101,8dd1,CJK UNIFIED IDEOGRAPH,,跑
b6 5e,182  94,266 136,10110110 01011110,8dcc,CJK UNIFIED IDEOGRAPH,,跌
b6 5f,182  95,266 137,10110110 01011111,8ddb,CJK UNIFIED IDEOGRAPH,,跛
b6 60,182  96,266 140,10110110 01100000,8dc6,CJK UNIFIED IDEOGRAPH,,跆
b6 61,182  97,266 141,10110110 01100001,8efb,CJK UNIFIED IDEOGRAPH,,軻
b6 62,182  98,266 142,10110110 01100010,8ef8,CJK UNIFIED IDEOGRAPH,,軸
b6 63,182  99,266 143,10110110 01100011,8efc,CJK UNIFIED IDEOGRAPH,,軼
b6 64,182 100,266 144,10110110 01100100,8f9c,CJK UNIFIED IDEOGRAPH,,辜
b6 65,182 101,266 145,10110110 01100101,902e,CJK UNIFIED IDEOGRAPH,,逮
b6 66,182 102,266 146,10110110 01100110,9035,CJK UNIFIED IDEOGRAPH,,逵
b6 67,182 103,266 147,10110110 01100111,9031,CJK UNIFIED IDEOGRAPH,,週
b6 68,182 104,266 150,10110110 01101000,9038,CJK UNIFIED IDEOGRAPH,,逸
b6 69,182 105,266 151,10110110 01101001,9032,CJK UNIFIED IDEOGRAPH,,進
b6 6a,182 106,266 152,10110110 01101010,9036,CJK UNIFIED IDEOGRAPH,,逶
b6 6b,182 107,266 153,10110110 01101011,9102,CJK UNIFIED IDEOGRAPH,,鄂
b6 6c,182 108,266 154,10110110 01101100,90f5,CJK UNIFIED IDEOGRAPH,,郵
b6 6d,182 109,266 155,10110110 01101101,9109,CJK UNIFIED IDEOGRAPH,,鄉
b6 6e,182 110,266 156,10110110 01101110,90fe,CJK UNIFIED IDEOGRAPH,,郾
b6 6f,182 111,266 157,10110110 01101111,9163,CJK UNIFIED IDEOGRAPH,,酣
b6 70,182 112,266 160,10110110 01110000,9165,CJK UNIFIED IDEOGRAPH,,酥
b6 71,182 113,266 161,10110110 01110001,91cf,CJK UNIFIED IDEOGRAPH,,量
b6 72,182 114,266 162,10110110 01110010,9214,CJK UNIFIED IDEOGRAPH,,鈔
b6 73,182 115,266 163,10110110 01110011,9215,CJK UNIFIED IDEOGRAPH,,鈕
b6 74,182 116,266 164,10110110 01110100,9223,CJK UNIFIED IDEOGRAPH,,鈣
b6 75,182 117,266 165,10110110 01110101,9209,CJK UNIFIED IDEOGRAPH,,鈉
b6 76,182 118,266 166,10110110 01110110,921e,CJK UNIFIED IDEOGRAPH,,鈞
b6 77,182 119,266 167,10110110 01110111,920d,CJK UNIFIED IDEOGRAPH,,鈍
b6 78,182 120,266 170,10110110 01111000,9210,CJK UNIFIED IDEOGRAPH,,鈐
b6 79,182 121,266 171,10110110 01111001,9207,CJK UNIFIED IDEOGRAPH,,鈇
b6 7a,182 122,266 172,10110110 01111010,9211,CJK UNIFIED IDEOGRAPH,,鈑
b6 7b,182 123,266 173,10110110 01111011,9594,CJK UNIFIED IDEOGRAPH,,閔
b6 7c,182 124,266 174,10110110 01111100,958f,CJK UNIFIED IDEOGRAPH,,閏
b6 7d,182 125,266 175,10110110 01111101,958b,CJK UNIFIED IDEOGRAPH,,開
b6 7e,182 126,266 176,10110110 01111110,9591,CJK UNIFIED IDEOGRAPH,,閑
b6 a1,182 161,266 241,10110110 10100001,9593,CJK UNIFIED IDEOGRAPH,,間
b6 a2,182 162,266 242,10110110 10100010,9592,CJK UNIFIED IDEOGRAPH,,閒
b6 a3,182 163,266 243,10110110 10100011,958e,CJK UNIFIED IDEOGRAPH,,閎
b6 a4,182 164,266 244,10110110 10100100,968a,CJK UNIFIED IDEOGRAPH,,隊
b6 a5,182 165,266 245,10110110 10100101,968e,CJK UNIFIED IDEOGRAPH,,階
b6 a6,182 166,266 246,10110110 10100110,968b,CJK UNIFIED IDEOGRAPH,,隋
b6 a7,182 167,266 247,10110110 10100111,967d,CJK UNIFIED IDEOGRAPH,,陽
b6 a8,182 168,266 250,10110110 10101000,9685,CJK UNIFIED IDEOGRAPH,,隅
b6 a9,182 169,266 251,10110110 10101001,9686,CJK UNIFIED IDEOGRAPH,,隆
b6 aa,182 170,266 252,10110110 10101010,968d,CJK UNIFIED IDEOGRAPH,,隍
b6 ab,182 171,266 253,10110110 10101011,9672,CJK UNIFIED IDEOGRAPH,,陲
b6 ac,182 172,266 254,10110110 10101100,9684,CJK UNIFIED IDEOGRAPH,,隄
b6 ad,182 173,266 255,10110110 10101101,96c1,CJK UNIFIED IDEOGRAPH,,雁
b6 ae,182 174,266 256,10110110 10101110,96c5,CJK UNIFIED IDEOGRAPH,,雅
b6 af,182 175,266 257,10110110 10101111,96c4,CJK UNIFIED IDEOGRAPH,,雄
b6 b0,182 176,266 260,10110110 10110000,96c6,CJK UNIFIED IDEOGRAPH,,集
b6 b1,182 177,266 261,10110110 10110001,96c7,CJK UNIFIED IDEOGRAPH,,雇
b6 b2,182 178,266 262,10110110 10110010,96ef,CJK UNIFIED IDEOGRAPH,,雯
b6 b3,182 179,266 263,10110110 10110011,96f2,CJK UNIFIED IDEOGRAPH,,雲
b6 b4,182 180,266 264,10110110 10110100,97cc,CJK UNIFIED IDEOGRAPH,,韌
b6 b5,182 181,266 265,10110110 10110101,9805,CJK UNIFIED IDEOGRAPH,,項
b6 b6,182 182,266 266,10110110 10110110,9806,CJK UNIFIED IDEOGRAPH,,順
b6 b7,182 183,266 267,10110110 10110111,9808,CJK UNIFIED IDEOGRAPH,,須
b6 b8,182 184,266 270,10110110 10111000,98e7,CJK UNIFIED IDEOGRAPH,,飧
b6 b9,182 185,266 271,10110110 10111001,98ea,CJK UNIFIED IDEOGRAPH,,飪
b6 ba,182 186,266 272,10110110 10111010,98ef,CJK UNIFIED IDEOGRAPH,,飯
b6 bb,182 187,266 273,10110110 10111011,98e9,CJK UNIFIED IDEOGRAPH,,飩
b6 bc,182 188,266 274,10110110 10111100,98f2,CJK UNIFIED IDEOGRAPH,,飲
b6 bd,182 189,266 275,10110110 10111101,98ed,CJK UNIFIED IDEOGRAPH,,飭
b6 be,182 190,266 276,10110110 10111110,99ae,CJK UNIFIED IDEOGRAPH,,馮
b6 bf,182 191,266 277,10110110 10111111,99ad,CJK UNIFIED IDEOGRAPH,,馭
b6 c0,182 192,266 300,10110110 11000000,9ec3,CJK UNIFIED IDEOGRAPH,,黃
b6 c1,182 193,266 301,10110110 11000001,9ecd,CJK UNIFIED IDEOGRAPH,,黍
b6 c2,182 194,266 302,10110110 11000010,9ed1,CJK UNIFIED IDEOGRAPH,,黑
b6 c3,182 195,266 303,10110110 11000011,4e82,CJK UNIFIED IDEOGRAPH,,亂
b6 c4,182 196,266 304,10110110 11000100,50ad,CJK UNIFIED IDEOGRAPH,,傭
b6 c5,182 197,266 305,10110110 11000101,50b5,CJK UNIFIED IDEOGRAPH,,債
b6 c6,182 198,266 306,10110110 11000110,50b2,CJK UNIFIED IDEOGRAPH,,傲
b6 c7,182 199,266 307,10110110 11000111,50b3,CJK UNIFIED IDEOGRAPH,,傳
b6 c8,182 200,266 310,10110110 11001000,50c5,CJK UNIFIED IDEOGRAPH,,僅
b6 c9,182 201,266 311,10110110 11001001,50be,CJK UNIFIED IDEOGRAPH,,傾
b6 ca,182 202,266 312,10110110 11001010,50ac,CJK UNIFIED IDEOGRAPH,,催
b6 cb,182 203,266 313,10110110 11001011,50b7,CJK UNIFIED IDEOGRAPH,,傷
b6 cc,182 204,266 314,10110110 11001100,50bb,CJK UNIFIED IDEOGRAPH,,傻
b6 cd,182 205,266 315,10110110 11001101,50af,CJK UNIFIED IDEOGRAPH,,傯
b6 ce,182 206,266 316,10110110 11001110,50c7,CJK UNIFIED IDEOGRAPH,,僇
b6 cf,182 207,266 317,10110110 11001111,527f,CJK UNIFIED IDEOGRAPH,,剿
b6 d0,182 208,266 320,10110110 11010000,5277,CJK UNIFIED IDEOGRAPH,,剷
b6 d1,182 209,266 321,10110110 11010001,527d,CJK UNIFIED IDEOGRAPH,,剽
b6 d2,182 210,266 322,10110110 11010010,52df,CJK UNIFIED IDEOGRAPH,,募
b6 d3,182 211,266 323,10110110 11010011,52e6,CJK UNIFIED IDEOGRAPH,,勦
b6 d4,182 212,266 324,10110110 11010100,52e4,CJK UNIFIED IDEOGRAPH,,勤
b6 d5,182 213,266 325,10110110 11010101,52e2,CJK UNIFIED IDEOGRAPH,,勢
b6 d6,182 214,266 326,10110110 11010110,52e3,CJK UNIFIED IDEOGRAPH,,勣
b6 d7,182 215,266 327,10110110 11010111,532f,CJK UNIFIED IDEOGRAPH,,匯
b6 d8,182 216,266 330,10110110 11011000,55df,CJK UNIFIED IDEOGRAPH,,嗟
b6 d9,182 217,266 331,10110110 11011001,55e8,CJK UNIFIED IDEOGRAPH,,嗨
b6 da,182 218,266 332,10110110 11011010,55d3,CJK UNIFIED IDEOGRAPH,,嗓
b6 db,182 219,266 333,10110110 11011011,55e6,CJK UNIFIED IDEOGRAPH,,嗦
b6 dc,182 220,266 334,10110110 11011100,55ce,CJK UNIFIED IDEOGRAPH,,嗎
b6 dd,182 221,266 335,10110110 11011101,55dc,CJK UNIFIED IDEOGRAPH,,嗜
b6 de,182 222,266 336,10110110 11011110,55c7,CJK UNIFIED IDEOGRAPH,,嗇
b6 df,182 223,266 337,10110110 11011111,55d1,CJK UNIFIED IDEOGRAPH,,嗑
b6 e0,182 224,266 340,10110110 11100000,55e3,CJK UNIFIED IDEOGRAPH,,嗣
b6 e1,182 225,266 341,10110110 11100001,55e4,CJK UNIFIED IDEOGRAPH,,嗤
b6 e2,182 226,266 342,10110110 11100010,55ef,CJK UNIFIED IDEOGRAPH,,嗯
b6 e3,182 227,266 343,10110110 11100011,55da,CJK UNIFIED IDEOGRAPH,,嗚
b6 e4,182 228,266 344,10110110 11100100,55e1,CJK UNIFIED IDEOGRAPH,,嗡
b6 e5,182 229,266 345,10110110 11100101,55c5,CJK UNIFIED IDEOGRAPH,,嗅
b6 e6,182 230,266 346,10110110 11100110,55c6,CJK UNIFIED IDEOGRAPH,,嗆
b6 e7,182 231,266 347,10110110 11100111,55e5,CJK UNIFIED IDEOGRAPH,,嗥
b6 e8,182 232,266 350,10110110 11101000,55c9,CJK UNIFIED IDEOGRAPH,,嗉
b6 e9,182 233,266 351,10110110 11101001,5712,CJK UNIFIED IDEOGRAPH,,園
b6 ea,182 234,266 352,10110110 11101010,5713,CJK UNIFIED IDEOGRAPH,,圓
b6 eb,182 235,266 353,10110110 11101011,585e,CJK UNIFIED IDEOGRAPH,,塞
b6 ec,182 236,266 354,10110110 11101100,5851,CJK UNIFIED IDEOGRAPH,,塑
b6 ed,182 237,266 355,10110110 11101101,5858,CJK UNIFIED IDEOGRAPH,,塘
b6 ee,182 238,266 356,10110110 11101110,5857,CJK UNIFIED IDEOGRAPH,,塗
b6 ef,182 239,266 357,10110110 11101111,585a,CJK UNIFIED IDEOGRAPH,,塚
b6 f0,182 240,266 360,10110110 11110000,5854,CJK UNIFIED IDEOGRAPH,,塔
b6 f1,182 241,266 361,10110110 11110001,586b,CJK UNIFIED IDEOGRAPH,,填
b6 f2,182 242,266 362,10110110 11110010,584c,CJK UNIFIED IDEOGRAPH,,塌
b6 f3,182 243,266 363,10110110 11110011,586d,CJK UNIFIED IDEOGRAPH,,塭
b6 f4,182 244,266 364,10110110 11110100,584a,CJK UNIFIED IDEOGRAPH,,塊
b6 f5,182 245,266 365,10110110 11110101,5862,CJK UNIFIED IDEOGRAPH,,塢
b6 f6,182 246,266 366,10110110 11110110,5852,CJK UNIFIED IDEOGRAPH,,塒
b6 f7,182 247,266 367,10110110 11110111,584b,CJK UNIFIED IDEOGRAPH,,塋
b6 f8,182 248,266 370,10110110 11111000,5967,CJK UNIFIED IDEOGRAPH,,奧
b6 f9,182 249,266 371,10110110 11111001,5ac1,CJK UNIFIED IDEOGRAPH,,嫁
b6 fa,182 250,266 372,10110110 11111010,5ac9,CJK UNIFIED IDEOGRAPH,,嫉
b6 fb,182 251,266 373,10110110 11111011,5acc,CJK UNIFIED IDEOGRAPH,,嫌
b6 fc,182 252,266 374,10110110 11111100,5abe,CJK UNIFIED IDEOGRAPH,,媾
b6 fd,182 253,266 375,10110110 11111101,5abd,CJK UNIFIED IDEOGRAPH,,媽
b6 fe,182 254,266 376,10110110 11111110,5abc,CJK UNIFIED IDEOGRAPH,,媼
b7 40,183  64,267 100,10110111 01000000,5ab3,CJK UNIFIED IDEOGRAPH,,媳
b7 41,183  65,267 101,10110111 01000001,5ac2,CJK UNIFIED IDEOGRAPH,,嫂
b7 42,183  66,267 102,10110111 01000010,5ab2,CJK UNIFIED IDEOGRAPH,,媲
b7 43,183  67,267 103,10110111 01000011,5d69,CJK UNIFIED IDEOGRAPH,,嵩
b7 44,183  68,267 104,10110111 01000100,5d6f,CJK UNIFIED IDEOGRAPH,,嵯
b7 45,183  69,267 105,10110111 01000101,5e4c,CJK UNIFIED IDEOGRAPH,,幌
b7 46,183  70,267 106,10110111 01000110,5e79,CJK UNIFIED IDEOGRAPH,,幹
b7 47,183  71,267 107,10110111 01000111,5ec9,CJK UNIFIED IDEOGRAPH,,廉
b7 48,183  72,267 110,10110111 01001000,5ec8,CJK UNIFIED IDEOGRAPH,,廈
b7 49,183  73,267 111,10110111 01001001,5f12,CJK UNIFIED IDEOGRAPH,,弒
b7 4a,183  74,267 112,10110111 01001010,5f59,CJK UNIFIED IDEOGRAPH,,彙
b7 4b,183  75,267 113,10110111 01001011,5fac,CJK UNIFIED IDEOGRAPH,,徬
b7 4c,183  76,267 114,10110111 01001100,5fae,CJK UNIFIED IDEOGRAPH,,微
b7 4d,183  77,267 115,10110111 01001101,611a,CJK UNIFIED IDEOGRAPH,,愚
b7 4e,183  78,267 116,10110111 01001110,610f,CJK UNIFIED IDEOGRAPH,,意
b7 4f,183  79,267 117,10110111 01001111,6148,CJK UNIFIED IDEOGRAPH,,慈
b7 50,183  80,267 120,10110111 01010000,611f,CJK UNIFIED IDEOGRAPH,,感
b7 51,183  81,267 121,10110111 01010001,60f3,CJK UNIFIED IDEOGRAPH,,想
b7 52,183  82,267 122,10110111 01010010,611b,CJK UNIFIED IDEOGRAPH,,愛
b7 53,183  83,267 123,10110111 01010011,60f9,CJK UNIFIED IDEOGRAPH,,惹
b7 54,183  84,267 124,10110111 01010100,6101,CJK UNIFIED IDEOGRAPH,,愁
b7 55,183  85,267 125,10110111 01010101,6108,CJK UNIFIED IDEOGRAPH,,愈
b7 56,183  86,267 126,10110111 01010110,614e,CJK UNIFIED IDEOGRAPH,,慎
b7 57,183  87,267 127,10110111 01010111,614c,CJK UNIFIED IDEOGRAPH,,慌
b7 58,183  88,267 130,10110111 01011000,6144,CJK UNIFIED IDEOGRAPH,,慄
b7 59,183  89,267 131,10110111 01011001,614d,CJK UNIFIED IDEOGRAPH,,慍
b7 5a,183  90,267 132,10110111 01011010,613e,CJK UNIFIED IDEOGRAPH,,愾
b7 5b,183  91,267 133,10110111 01011011,6134,CJK UNIFIED IDEOGRAPH,,愴
b7 5c,183  92,267 134,10110111 01011100,6127,CJK UNIFIED IDEOGRAPH,,愧
b7 5d,183  93,267 135,10110111 01011101,610d,CJK UNIFIED IDEOGRAPH,,愍
b7 5e,183  94,267 136,10110111 01011110,6106,CJK UNIFIED IDEOGRAPH,,愆
b7 5f,183  95,267 137,10110111 01011111,6137,CJK UNIFIED IDEOGRAPH,,愷
